Area Code,Area Code (M49),Area,Item Code,Item,Element Code,Element,Unit,Y1950,Y1951,Y1952,Y1953,Y1954,Y1955,Y1956,Y1957,Y1958,Y1959,Y1960,Y1961,Y1962,Y1963,Y1964,Y1965,Y1966,Y1967,Y1968,Y1969,Y1970,Y1971,Y1972,Y1973,Y1974,Y1975,Y1976,Y1977,Y1978,Y1979,Y1980,Y1981,Y1982,Y1983,Y1984,Y1985,Y1986,Y1987,Y1988,Y1989,Y1990,Y1991,Y1992,Y1993,Y1994,Y1995,Y1996,Y1997,Y1998,Y1999,Y2000,Y2001,Y2002,Y2003,Y2004,Y2005,Y2006,Y2007,Y2008,Y2009,Y2010,Y2011,Y2012,Y2013,Y2014,Y2015,Y2016,Y2017,Y2018,Y2019,Y2020,Y2021,Y2022,Y2023,Y2024,Y2025,Y2026,Y2027,Y2028,Y2029,Y2030,Y2031,Y2032,Y2033,Y2034,Y2035,Y2036,Y2037,Y2038,Y2039,Y2040,Y2041,Y2042,Y2043,Y2044,Y2045,Y2046,Y2047,Y2048,Y2049,Y2050,Y2051,Y2052,Y2053,Y2054,Y2055,Y2056,Y2057,Y2058,Y2059,Y2060,Y2061,Y2062,Y2063,Y2064,Y2065,Y2066,Y2067,Y2068,Y2069,Y2070,Y2071,Y2072,Y2073,Y2074,Y2075,Y2076,Y2077,Y2078,Y2079,Y2080,Y2081,Y2082,Y2083,Y2084,Y2085,Y2086,Y2087,Y2088,Y2089,Y2090,Y2091,Y2092,Y2093,Y2094,Y2095,Y2096,Y2097,Y2098,Y2099,Y2100
"5104","'018","Southern Africa","3010","Population - Est. & Proj.","513","Total Population - Female","1000 persons","7223.996000","7378.635000","7542.680000","7713.286000","7891.376000","8079.966000","8279.076000","8489.453000","8706.259000","8933.606000","9181.947000","9456.251000","9754.314000","10067.302000","10392.967000","10730.588000","11077.889000","11435.206000","11802.239000","12177.012000","12557.907000","12918.989000","13261.746000","13612.312000","13971.664000","14339.705000","14718.429000","15090.543000","15449.152000","15819.161000","16203.562000","16674.612000","17263.597000","17938.178000","18697.406000","19580.674000","20406.338000","21094.055000","21801.127000","22523.886000","23213.370000","23809.166000","24386.330000","24994.389000","25570.492000","26129.805000","26676.078000","27107.959000","27432.879000","27723.016000","27974.473000","28206.798000","28440.931000","28670.633000","28898.929000","29130.776000","29374.861000","29640.763000","29945.238000","30271.421000","30602.083000","30955.111000","31332.553000","31727.594000","32173.194000","32722.475000","33065.635000","33299.940000","33704.170000","34128.430000","34534.929000","34873.516000","35159.650000","35455.992000","35803.730000","36180.107000","36546.204000","36903.661000","37252.458000","37593.797000","37929.295000","38259.037000","38584.254000","38905.228000","39221.085000","39532.494000","39840.390000","40144.033000","40442.194000","40734.870000","41022.448000","41305.129000","41581.941000","41852.394000","42116.267000","42372.833000","42621.302000","42861.418000","43093.132000","43316.447000","43530.455000","43734.366000","43928.406000","44113.339000","44289.743000","44456.405000","44613.740000","44763.204000","44904.662000","45037.406000","45161.392000","45277.750000","45388.005000","45492.069000","45588.999000","45678.647000","45761.323000","45838.980000","45911.429000","45976.570000","46035.470000","46089.585000","46138.408000","46180.167000","46214.829000","46242.951000","46265.162000","46282.255000","46294.437000","46300.789000","46301.381000","46297.708000","46289.385000","46277.245000","46261.934000","46242.400000","46219.639000","46194.420000","46166.022000","46133.918000","46098.254000","46058.944000","46014.790000","45966.462000","45914.843000","45859.334000","45800.469000","45737.630000","45670.403000","45599.882000","45525.173000"
"5104","'018","Southern Africa","3010","Population - Est. & Proj.","551","Rural population","1000 persons","9682.797000","9843.935000","10009.014000","10178.267000","10351.467000","10528.871000","10710.349000","10894.863000","11084.142000","11278.765000","11478.980000","11733.923000","12008.555000","12292.015000","12583.205000","12880.387000","13185.363000","13502.075000","13827.823000","14164.279000","14514.214000","14888.301000","15278.434000","15678.604000","16083.853000","16491.130000","16899.647000","17316.961000","17739.372000","18170.454000","18607.929000","19030.714000","19454.206000","19878.729000","20298.460000","20669.131000","20937.440000","21183.610000","21420.166000","21659.174000","21905.990000","22169.059000","22479.562000","22788.651000","23075.261000","23327.918000","23544.143000","23730.276000","23889.614000","24021.912000","24130.202000","24216.975000","24256.359000","24266.087000","24258.508000","24238.202000","24203.880000","24140.169000","24072.419000","24017.880000","23982.960000","23971.381000","23991.934000","24023.770000","24050.094000","24061.639000","24056.305000","24036.672000","24003.742000","23959.915000","23906.857000","23844.432000","23771.875000","23689.423000","23597.405000","23496.262000","23386.325000","23268.267000","23143.151000","23012.251000","22876.594000","22736.798000","22593.235000","22446.435000","22296.865000","22145.042000","21991.512000","21836.929000","21682.209000","21523.653000","21362.181000","21198.066000","21030.646000","20860.063000","20685.777000","20507.884000","20326.474000","20141.694000","19953.679000","19762.563000","19568.492000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"5104","'018","Southern Africa","3010","Population - Est. & Proj.","561","Urban population","1000 persons","5850.384000","6053.075000","6264.335000","6484.009000","6712.576000","6950.244000","7197.881000","7457.363000","7728.058000","8010.564000","8305.736000","8565.191000","8824.353000","9093.818000","9374.142000","9666.858000","9969.419000","10278.413000","10599.127000","10933.238000","11279.997000","11630.366000","11990.549000","12360.777000","12737.998000","13119.613000","13502.997000","13882.372000","14267.532000","14663.994000","15079.862000","15539.867000","16024.891000","16524.358000","17029.736000","17575.710000","18207.485000","18849.110000","19505.648000","20189.970000","20912.450000","21671.407000","22423.372000","23190.573000","23957.011000","24706.851000","25433.963000","26137.825000","26819.996000","27490.923000","28155.877000","28815.444000","29495.156000","30179.003000","30856.226000","31525.848000","32186.850000","32862.062000","33551.263000","34269.744000","35033.133000","35848.519000","36697.614000","37577.470000","38469.924000","39358.000000","40236.060000","41106.532000","41970.076000","42829.910000","43688.187000","44543.707000","45393.639000","46236.957000","47072.642000","47899.966000","48718.144000","49527.105000","50327.740000","51121.508000","51909.443000","52691.710000","53467.885000","54237.836000","55001.268000","55757.861000","56507.306000","57249.134000","57982.280000","58710.212000","59431.696000","60146.428000","60854.871000","61556.233000","62250.231000","62936.121000","63613.454000","64281.952000","64941.307000","65591.248000","66231.499000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"5105","'011","Western Africa","3010","Population - Est. & Proj.","511","Total Population - Both sexes","1000 persons","70239.993000","71605.123000","72995.839000","74406.438000","75851.892000","77348.749000","78896.408000","80493.435000","82118.242000","83807.572000","85599.250000","87446.019000","89340.272000","91300.725000","93321.162000","95416.120000","97587.500000","99806.758000","102093.046000","104459.345000","106931.884000","109498.972000","112169.565000","114996.204000","118005.637000","121217.747000","124565.061000","128079.158000","131790.029000","135637.031000","139627.766000","143714.090000","147875.492000","151878.579000","155915.297000","160201.627000","164509.941000","168907.853000","173461.165000","178190.788000","182844.810000","187515.444000","192489.624000","197591.236000","202749.650000","208065.606000","213517.592000","219208.379000","225133.568000","231154.449000","237416.079000","244009.250000","250848.154000","257813.431000","264946.360000","272345.426000","279974.336000","287813.068000","295871.566000","304146.106000","312666.740000","321494.631000","330498.894000","339583.698000","348858.620000","358283.743000","367903.545000","377765.144000","387741.395000","397826.430000","408124.918000","418544.338000","429084.925000","439868.543000","450876.831000","462076.057000","473426.251000","484927.547000","496578.235000","508387.142000","520331.686000","532397.031000","544584.650000","556878.592000","569276.847000","581754.615000","594294.189000","606908.167000","619603.189000","632347.760000","645119.044000","657937.593000","670776.301000","683621.356000","696495.844000","709358.785000","722183.477000","734994.696000","747801.613000","760581.276000","773342.803000","786061.891000","798698.758000","811256.378000","823733.949000","836158.294000","848548.140000","860881.772000","873115.938000","885244.856000","897291.484000","909292.521000","921264.185000","933130.218000","944878.654000","956509.088000","967983.579000","979344.652000","990584.612000","1001666.047000","1012579.231000","1023324.710000","1033942.714000","1044433.476000","1054754.385000","1064873.760000","1074798.881000","1084535.899000","1094074.222000","1103434.272000","1112602.139000","1121568.821000","1130346.000000","1138909.477000","1147263.469000","1155409.547000","1163318.482000","1170997.198000","1178465.057000","1185715.987000","1192747.960000","1199574.691000","1206199.966000","1212606.166000","1218801.219000","1224778.111000","1230541.393000","1236091.244000","1241422.417000","1246559.365000","1251489.478000"
"5105","'011","Western Africa","3010","Population - Est. & Proj.","512","Total Population - Male","1000 persons","35103.164000","35778.777000","36467.724000","37166.490000","37883.002000","38626.179000","39395.045000","40188.511000","40996.576000","41838.479000","42732.479000","43651.261000","44592.004000","45567.060000","46571.504000","47614.269000","48698.530000","49800.842000","50930.989000","52105.275000","53343.464000","54641.837000","55995.446000","57426.236000","58947.952000","60568.556000","62253.014000","64009.296000","65852.373000","67761.823000","69744.049000","71778.771000","73852.447000","75841.494000","77860.090000","80014.104000","82174.925000","84384.253000","86681.958000","89071.448000","91418.006000","93764.322000","96258.788000","98821.597000","101413.329000","104078.471000","106806.840000","109650.947000","112621.051000","115649.032000","118798.560000","122113.019000","125561.558000","129087.260000","132697.207000","136435.346000","140291.416000","144262.429000","148346.322000","152542.048000","156862.616000","161330.522000","165879.944000","170471.479000","175163.017000","179935.709000","184815.727000","189821.281000","194883.368000","199999.877000","205215.995000","210488.741000","215823.583000","221279.869000","226847.861000","232510.253000","238245.736000","244054.318000","249934.817000","255891.419000","261912.867000","267991.729000","274128.464000","280315.408000","286551.141000","292822.661000","299121.531000","305453.872000","311822.999000","318212.760000","324611.765000","331030.242000","337454.532000","343877.650000","350310.785000","356733.421000","363132.103000","369518.774000","375898.566000","382259.966000","388606.874000","394926.687000","401198.890000","407425.254000","413605.729000","419754.529000","425880.908000","431973.402000","438010.502000","443988.991000","449920.463000","455823.923000","461707.069000","467531.337000","473291.282000","478987.021000","484598.716000","490147.743000","495630.429000","501027.803000","506334.561000","511550.881000","516697.785000","521775.878000","526763.027000","531643.288000","536421.058000","541098.730000","545671.496000","550150.810000","554529.467000","558803.930000","562981.324000","567047.551000","571005.355000","574857.460000","578587.930000","582200.713000","585706.586000","589102.601000","592386.905000","595565.828000","598643.493000","601611.285000","604472.872000","607225.352000","609869.959000","612407.562000","614836.380000","617168.195000","619398.623000"
"5105","'011","Western Africa","3010","Population - Est. & Proj.","513","Total Population - Female","1000 persons","35136.829000","35826.346000","36528.116000","37239.944000","37968.887000","38722.570000","39501.362000","40304.929000","41121.666000","41969.093000","42866.767000","43794.760000","44748.266000","45733.665000","46749.659000","47801.852000","48888.975000","50005.919000","51162.059000","52354.062000","53588.422000","54857.136000","56174.119000","57569.967000","59057.684000","60649.189000","62312.050000","64069.863000","65937.659000","67875.212000","69883.714000","71935.319000","74023.044000","76037.086000","78055.205000","80187.522000","82335.016000","84523.600000","86779.204000","89119.340000","91426.800000","93751.128000","96230.835000","98769.638000","101336.321000","103987.135000","106710.755000","109557.431000","112512.518000","115505.421000","118617.518000","121896.235000","125286.593000","128726.167000","132249.153000","135910.082000","139682.924000","143550.639000","147525.245000","151604.055000","155804.122000","160164.111000","164618.951000","169112.217000","173695.607000","178348.033000","183087.822000","187943.864000","192858.027000","197826.554000","202908.925000","208055.599000","213261.341000","218588.675000","224028.972000","229565.799000","235180.515000","240873.230000","246643.418000","252495.721000","258418.821000","264405.305000","270456.186000","276563.183000","282725.705000","288931.953000","295172.657000","301454.295000","307780.189000","314135.000000","320507.279000","326907.354000","333321.770000","339743.707000","346185.058000","352625.362000","359051.374000","365475.926000","371903.049000","378321.309000","384735.930000","391135.204000","397499.865000","403831.125000","410128.221000","416403.764000","422667.235000","428908.371000","435105.436000","441255.865000","447371.018000","453468.595000","459557.116000","465598.879000","471587.372000","477522.066000","483384.863000","489196.911000","494954.183000","500638.246000","506244.670000","511773.825000","517244.933000","522657.599000","527991.361000","533230.476000","538377.826000","543437.169000","548402.728000","553283.458000","558072.668000","562764.889000","567364.678000","571861.925000","576258.115000","580552.086000","584730.547000","588796.485000","592758.470000","596613.386000","600361.055000","604008.862000","607556.473000","610994.881000","614328.349000","617552.756000","620671.437000","623683.683000","626586.039000","629391.172000","632090.855000"
"5105","'011","Western Africa","3010","Population - Est. & Proj.","551","Rural population","1000 persons","64301.237000","64980.432000","65711.949000","66487.372000","67297.376000","68136.070000","68998.256000","69882.524000","70785.170000","71696.094000","72628.421000","73841.668000","75090.098000","76364.438000","77662.992000","78987.751000","80374.800000","81790.270000","83241.973000","84738.580000","86302.344000","87882.907000","89513.213000","91202.843000","92959.805000","94788.910000","96656.253000","98595.652000","100603.124000","102766.003000","104984.618000","107061.882000","109162.090000","111288.455000","113404.148000","115455.177000","117515.852000","119592.884000","121686.775000","123844.730000","126034.350000","128616.150000","131384.518000","134216.494000","137071.656000","139939.056000","142820.222000","145635.035000","148452.932000","151283.313000","154157.801000","156711.097000","159277.176000","161850.962000","164455.728000","167112.920000","169817.502000","172592.238000","175422.392000","178283.920000","181158.098000","184059.804000","186987.371000","189938.709000","192903.478000","195873.448000","198845.645000","201818.810000","204791.828000","207764.651000","210737.168000","213708.154000","216677.124000","219645.633000","222615.924000","225589.544000","228566.163000","231544.964000","234526.245000","237510.361000","240497.434000","243487.305000","246479.639000","249474.238000","252471.471000","255473.371000","258478.732000","261424.937000","264308.700000","267127.200000","269882.051000","272571.388000","275188.113000","277728.737000","280189.037000","282565.052000","284853.415000","287051.500000","289157.174000","291168.725000","293084.308000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"5105","'011","Western Africa","3010","Population - Est. & Proj.","561","Urban population","1000 persons","6574.642000","6988.769000","7438.727000","7923.626000","8445.639000","9005.486000","9605.428000","10245.950000","10931.701000","11675.102000","12465.730000","13045.685000","13660.297000","14315.878000","15009.892000","15738.872000","16467.417000","17235.446000","18045.917000","18904.124000","19799.585000","20786.511000","21834.688000","22943.128000","24113.381000","25347.359000","26682.311000","28083.460000","29551.374000","30992.629000","32501.281000","34276.659000","36153.104000","38113.775000","40177.874000","42387.936000","44662.519000","47001.228000","49422.036000","51904.159000","54499.006000","56855.800000","59174.964000","61565.519000","64046.735000","66615.855000","69272.763000","72109.719000","75068.304000","78154.210000","81350.496000","85025.757000","88854.753000","92870.149000","97082.346000","101494.729000","106124.505000","110946.055000","115965.110000","121188.909000","126623.066000","132252.339000","138080.974000","144103.950000","150323.132000","156740.414000","163355.934000","170171.309000","177188.860000","184411.463000","191841.724000","199480.513000","207328.780000","215389.507000","223666.266000","232161.972000","240877.546000","249813.170000","258969.907000","268348.553000","277949.044000","287770.149000","297809.309000","308062.551000","318524.221000","329186.835000","340046.941000","351162.060000","362528.197000","374140.040000","385988.017000","398067.634000","410379.307000","422917.547000","435676.878000","448652.380000","461839.589000","475234.809000","488834.548000","502635.664000","516634.513000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"5200","'019","Americas","3010","Population - Est. & Proj.","511","Total Population - Both sexes","1000 persons","330425.197000","337532.979000","344848.301000","352476.794000","360508.181000","368876.947000","377438.681000","386192.135000","395385.038000","404704.910000","413931.169000","423369.706000","432890.054000","442457.197000","452058.815000","461576.405000","470859.689000","479999.803000","489169.438000","498521.897000","508391.444000","518510.623000","528365.612000","538033.730000","547727.240000","557551.516000","567421.106000","577604.257000","588242.346000","599108.056000","610093.911000","620794.643000","631288.643000","641934.614000","652607.690000","663269.237000","673924.644000","684600.776000","695479.247000","706662.791000","718425.444000","730535.441000","742670.231000","754751.962000","766706.393000","778503.260000","790124.392000","801748.415000","813302.302000","824641.787000","835717.826000","846510.359000","856957.079000","867056.704000","877107.437000","887148.569000","897075.676000","906978.374000","916731.972000","926304.150000","935819.125000","945505.844000","955287.781000","964887.830000","974297.923000","983541.410000","992789.686000","1001918.938000","1010604.473000","1018814.682000","1025792.790000","1031377.043000","1037139.770000","1043901.526000","1051020.861000","1058023.378000","1064904.062000","1071638.056000","1078208.133000","1084623.797000","1090881.324000","1096963.772000","1102854.991000","1108557.107000","1114061.593000","1119352.883000","1124431.414000","1129288.199000","1133897.688000","1138263.438000","1142386.272000","1146257.803000","1149886.202000","1153265.728000","1156410.409000","1159328.057000","1162015.871000","1164484.845000","1166728.164000","1168753.904000","1170566.701000","1172166.583000","1173581.765000","1174828.883000","1175913.428000","1176837.710000","1177607.910000","1178240.296000","1178740.783000","1179103.841000","1179338.874000","1179454.836000","1179452.591000","1179336.909000","1179101.688000","1178738.968000","1178240.400000","1177607.567000","1176845.974000","1175944.249000","1174897.540000","1173724.219000","1172413.624000","1170946.307000","1169327.020000","1167560.010000","1165654.567000","1163618.847000","1161458.123000","1159172.889000","1156760.578000","1154233.579000","1151602.970000","1148884.101000","1146087.124000","1143208.635000","1140264.239000","1137259.281000","1134201.445000","1131103.698000","1127960.057000","1124780.835000","1121578.423000","1118353.228000","1115110.056000","1111852.848000","1108594.758000","1105329.701000","1102043.630000","1098740.409000","1095425.827000"
"5200","'019","Americas","3010","Population - Est. & Proj.","512","Total Population - Male","1000 persons","165120.605000","168747.520000","172509.204000","176197.943000","180180.157000","184362.803000","188606.585000","192916.758000","197463.427000","202061.451000","206562.995000","211138.491000","215740.160000","220370.262000","225019.388000","229577.895000","233944.206000","238220.431000","242575.875000","247117.963000","252011.320000","257046.707000","261895.150000","266607.087000","271306.998000","276061.896000","280831.355000","285755.415000","290903.933000","296174.837000","301527.886000","306760.291000","311902.005000","317135.726000","322398.509000","327665.901000","332940.692000","338220.163000","343597.953000","349134.929000","354961.547000","360960.992000","366967.354000","372933.254000","378841.314000","384680.696000","390431.172000","396185.702000","401917.567000","407564.251000","413066.639000","418388.515000","423492.580000","428411.812000","433335.554000","438264.534000","443129.029000","447964.340000","452698.953000","457326.475000","461934.065000","466721.980000","471639.631000","476460.979000","481184.275000","485813.429000","490436.244000","494995.537000","499325.282000","503392.063000","506706.407000","509188.580000","511799.532000","515000.789000","518413.938000","521771.498000","525070.523000","528299.324000","531449.702000","534527.611000","537531.269000","540452.542000","543284.899000","546029.619000","548682.450000","551237.599000","553696.513000","556054.402000","558299.036000","560432.496000","562455.783000","564365.017000","566164.221000","567849.985000","569428.265000","570903.641000","572275.493000","573548.423000","574718.535000","575789.058000","576760.759000","577633.419000","578421.562000","579132.604000","579767.581000","580327.117000","580814.891000","581237.053000","581595.298000","581887.072000","582115.829000","582286.250000","582398.609000","582454.018000","582448.559000","582378.521000","582240.105000","582033.607000","581760.851000","581416.577000","580999.516000","580518.338000","579967.221000","579336.406000","578628.293000","577844.558000","576991.203000","576073.008000","575091.130000","574046.404000","572937.193000","571768.767000","570548.187000","569282.575000","567976.373000","566628.525000","565246.777000","563834.091000","562393.972000","560932.589000","559446.413000","557941.253000","556424.606000","554895.237000","553354.197000","551804.163000","550253.707000","548700.233000","547135.618000","545561.098000","543979.141000"
"5200","'019","Americas","3010","Population - Est. & Proj.","513","Total Population - Female","1000 persons","165304.593000","168785.457000","172339.097000","176278.852000","180328.028000","184514.140000","188832.088000","193275.382000","197921.617000","202643.456000","207368.179000","212231.214000","217149.897000","222086.937000","227039.431000","231998.513000","236915.487000","241779.371000","246593.559000","251403.935000","256380.121000","261463.919000","266470.456000","271426.647000","276420.244000","281489.616000","286589.752000","291848.843000","297338.410000","302933.208000","308566.029000","314034.362000","319386.639000","324798.882000","330209.185000","335603.334000","340983.951000","346380.609000","351881.294000","357527.853000","363463.896000","369574.450000","375702.873000","381818.708000","387865.079000","393822.561000","399693.221000","405562.710000","411384.746000","417077.535000","422651.191000","428121.834000","433464.503000","438644.893000","443771.889000","448884.040000","453946.649000","459014.029000","464033.014000","468977.674000","473885.060000","478783.873000","483648.149000","488426.850000","493113.652000","497727.977000","502353.441000","506923.401000","511279.189000","515422.614000","519086.387000","522188.467000","525340.236000","528900.738000","532606.934000","536251.879000","539833.546000","543338.740000","546758.430000","550096.194000","553350.059000","556511.235000","559570.095000","562527.485000","565379.147000","568115.288000","570734.904000","573233.800000","575598.647000","577830.938000","579930.479000","581892.788000","583721.981000","585415.744000","586982.144000","588424.417000","589740.376000","590936.428000","592009.628000","592964.853000","593805.941000","594533.163000","595160.205000","595696.283000","596145.852000","596510.591000","596793.018000","597003.242000","597145.487000","597216.771000","597223.050000","597168.587000","597053.977000","596882.890000","596653.125000","596360.448000","596000.298000","595573.964000","595085.127000","594527.672000","593898.027000","593205.877000","592446.403000","591609.911000","590698.731000","589715.452000","588663.367000","587545.841000","586366.994000","585126.487000","583823.392000","582464.813000","581054.793000","579601.529000","578110.748000","576580.106000","575017.473000","573425.190000","571807.474000","570171.112000","568513.650000","566839.581000","565153.827000","563457.987000","561755.856000","560048.678000","558341.049000","556629.464000","554908.009000","553179.308000","551446.689000"
"5200","'019","Americas","3010","Population - Est. & Proj.","551","Rural population","1000 persons","161460.767000","162578.665000","163752.159000","164986.964000","166235.875000","167471.549000","168678.546000","169905.586000","171084.148000","172216.999000","173376.114000","174785.186000","176067.207000","177260.357000","178329.781000","179415.833000","180377.913000","181264.232000","182042.099000","182748.143000","183583.416000","184895.585000","186282.765000","187675.894000","189023.887000","190299.753000","191508.536000","192608.905000","193642.592000","194622.716000","195447.638000","196009.312000","196579.988000","197134.051000","197618.481000","198031.139000","198408.115000","198769.914000","199074.418000","199347.011000","199447.504000","199135.646000","198778.434000","198409.080000","197944.933000","197433.325000","196958.599000","196338.706000","195636.948000","194879.414000","194106.856000","194041.892000","194076.591000","194057.666000","194057.411000","194068.758000","194080.486000","194056.243000","194025.523000","193970.060000","193846.088000","193643.383000","193414.865000","193128.741000","192781.333000","192376.002000","191917.091000","191397.785000","190812.189000","190160.775000","189443.582000","188661.159000","187813.865000","186901.288000","185922.831000","184878.118000","183767.946000","182592.973000","181352.814000","180046.944000","178675.655000","177240.617000","175742.397000","174184.120000","172569.296000","170901.801000","169186.517000","167433.718000","165648.447000","163834.251000","161994.915000","160132.338000","158242.139000","156334.485000","154413.684000","152482.860000","150543.783000","148598.009000","146647.110000","144692.549000","142735.725000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"5200","'019","Americas","3010","Population - Est. & Proj.","561","Urban population","1000 persons","180059.550000","185988.061000","192355.734000","199061.161000","206070.650000","213345.661000","220851.048000","228502.302000","236345.472000","244365.645000","252480.994000","260451.172000","268622.237000","276907.135000","285283.871000","293574.019000","301892.604000","310206.480000","318603.526000","327127.918000","335638.742000","343805.770000","352018.553000","360340.904000","368809.204000","377439.696000","386227.833000","395221.352000","404379.087000","413688.662000","423250.313000","433172.746000","443178.285000","453277.370000","463503.699000","473844.770000","484256.882000","494721.069000","505285.429000","515935.027000","526817.145000","538153.678000","549568.156000","561051.780000","572721.519000","584542.970000","596459.295000","608613.158000","620806.968000","632834.767000","644533.143000","655112.697000","665232.181000","675184.422000","685100.951000","695132.936000","705339.186000","715700.438000","726103.131000","736437.099000","746652.369000","756734.733000","766661.083000","776487.734000","786261.137000","796008.370000","805725.358000","815403.279000","825044.302000","834641.584000","844188.513000","853680.996000","863114.031000","872478.273000","881762.601000","890956.473000","900053.547000","909046.436000","917921.695000","926663.884000","935260.321000","943702.534000","951988.167000","960113.686000","968077.804000","975878.510000","983510.728000","990963.610000","998234.161000","1005321.617000","1012225.559000","1018945.994000","1025491.087000","1031858.321000","1038052.700000","1044079.062000","1049940.303000","1055637.540000","1061172.462000","1066546.290000","1071760.299000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"5203","'021","Northern America","3010","Population - Est. & Proj.","511","Total Population - Both sexes","1000 persons","162089.353000","164749.833000","167494.178000","170420.513000","173598.022000","176940.529000","180302.051000","183672.449000","187335.605000","190926.574000","194177.009000","197442.208000","200623.683000","203706.744000","206691.981000","209482.853000","211979.519000","214286.308000","216573.635000","218993.969000","221865.907000","224901.244000","227566.326000","229923.510000","232198.018000","234519.143000","236821.064000","239261.912000","241953.381000","244791.542000","247761.305000","250580.511000","253214.700000","255863.568000","258482.370000","261105.162000","263744.844000","266406.972000","269220.718000","272317.228000","275860.329000","279695.832000","283643.365000","287568.762000","291375.997000","295071.644000","298700.406000","302400.883000","306102.899000","309704.739000","313205.696000","316597.666000","319797.595000","322854.668000","325985.319000","329184.547000","332410.934000","335731.786000","339039.346000","342231.801000","345272.107000","348326.005000","351468.985000","354564.457000","357563.869000","360464.919000","363448.679000","366470.739000","369300.737000","371967.923000","373956.671000","375278.947000","376870.696000","378904.406000","381048.005000","383161.332000","385245.080000","387295.922000","389316.785000","391316.697000","393296.506000","395248.170000","397163.535000","399042.027000","400871.883000","402643.537000","404360.243000","406016.075000","407599.361000","409115.727000","410560.795000","411932.726000","413243.237000","414483.943000","415659.176000","416765.992000","417804.094000","418783.544000","419702.405000","420573.788000","421397.985000","422170.991000","422912.699000","423633.458000","424342.087000","425043.516000","425743.536000","426449.542000","427160.485000","427878.980000","428607.142000","429347.465000","430103.382000","430878.527000","431668.724000","432466.238000","433267.543000","434069.045000","434869.640000","435655.518000","436416.085000","437167.120000","437902.238000","438604.558000","439269.446000","439895.172000","440482.370000","441033.329000","441551.108000","442028.719000","442464.211000","442865.863000","443236.805000","443580.807000","443903.736000","444204.556000","444490.542000","444762.383000","445021.538000","445276.792000","445522.605000","445766.414000","446015.282000","446263.271000","446512.806000","446766.722000","447031.087000","447294.621000","447547.761000","447790.290000","448026.120000"
"5203","'021","Northern America","3010","Population - Est. & Proj.","512","Total Population - Male","1000 persons","80514.069000","81948.043000","83448.165000","84806.336000","86379.157000","88064.660000","89722.449000","91351.694000","93141.347000","94885.311000","96419.784000","97936.971000","99396.827000","100810.931000","102177.941000","103400.530000","104400.975000","105287.503000","106230.300000","107336.040000","108759.553000","110304.804000","111632.804000","112763.950000","113831.661000","114912.407000","115978.440000","117106.352000","118350.173000","119681.788000","121101.389000","122470.023000","123766.286000","125084.981000","126401.151000","127726.827000","129069.714000","130420.525000","131844.707000","133420.002000","135223.981000","137179.904000","139190.008000","141173.810000","143095.419000","144967.623000","146810.881000","148694.589000","150591.657000","152462.105000","154282.412000","156010.571000","157592.502000","159090.749000","160651.159000","162254.355000","163861.371000","165498.493000","167119.617000","168681.395000","170168.733000","171746.332000","173447.110000","175119.253000","176732.932000","178285.477000","179877.725000","181488.038000","182992.320000","184403.300000","185394.358000","185965.129000","186671.949000","187633.644000","188671.426000","189696.471000","190708.922000","191707.260000","192693.157000","193671.917000","194643.678000","195604.585000","196551.534000","197483.779000","198394.847000","199281.425000","200146.074000","200985.294000","201793.346000","202573.056000","203322.259000","204040.052000","204732.393000","205394.117000","206026.341000","206627.912000","207199.135000","207744.120000","208261.358000","208756.672000","209228.645000","209675.458000","210107.664000","210529.466000","210944.287000","211354.322000","211763.105000","212172.680000","212582.123000","212993.375000","213405.903000","213821.498000","214242.388000","214669.748000","215100.894000","215532.573000","215963.367000","216391.019000","216814.556000","217227.265000","217625.248000","218016.905000","218398.650000","218761.537000","219103.452000","219423.910000","219724.274000","220006.458000","220271.027000","220514.793000","220736.953000","220941.363000","221131.665000","221308.848000","221474.804000","221629.942000","221777.453000","221918.276000","222053.238000","222186.272000","222314.308000","222441.313000","222571.760000","222701.894000","222831.818000","222963.819000","223102.521000","223242.249000","223378.149000","223509.579000","223637.334000"
